,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
1760,WRAY ELEMENTARY SCHOOL,3210,WRAY RD-2,E,,9725,up,flat,up,E
1761,BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,,9729,flat,down,down,E
1762,BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,M,,9729,flat,flat,flat,M
1763,WRAY HIGH SCHOOL,3210,WRAY RD-2,H,,9733,flat,down,down,H
1764,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,9739,up,down,down,E
1765,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,,9739,down,flat,down,M
1766,YALE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9756,up,flat,flat,E
1767,YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,H,,9785,flat,down,down,H
1768,YUMA MIDDLE SCHOOL,3200,YUMA 1,M,,9791,flat,flat,flat,M
1769,KENNETH P MORRIS ELEMENTARY SCHOOL,3200,YUMA 1,E,,9795,flat,flat,down,E
1770,YUMA HIGH SCHOOL,3200,YUMA 1,H,,9799,down,down,flat,H
1771,COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,H,,9999,down,up,up,H
1772,COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,M,,9999,down,down,down,M
