school,district_id,district_name,emh,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
BRADFORD ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,954,5,6,6,5,5,5,6,6,2,
CREIGHTON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,1976,5,6,5,6,7,4,4,5,5,
HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,8054,5,4,3,5,5,6,6,6,6,
BARNUM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,520,5,1,4,1,1,7,5,10,6,
CENTENNIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,1384,5,3,5,3,2,6,6,8,6,
JOSEPHINE HODGKINS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,4465,5,2,5,2,3,7,7,9,6,
KEPNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,4656,5,1,1,1,1,7,7,9,6,
MC GLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,5685,5,1,1,1,2,9,7,12,6,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,7467,5,3,3,1,3,7,6,9,6,
SABLE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,7558,5,1,3,2,1,6,6,9,5,
GLOBAL LEADERSHIP ACADEMY,10,MAPLETON 1,M,263,5,1,1,1,1,6,5,6,7,
ACHIEVE ACADEMY,10,MAPLETON 1,E,505,5,2,5,2,1,7,6,9,6,
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,M,1875,5,8,6,9,7,3,3,3,2,
GREENWOOD ECE-8,880,DENVER COUNTY 1,E,3647,5,2,4,2,1,6,4,7,6,
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,E,4140,5,1,3,1,1,6,6,9,5,
FOX MEADOW MIDDLE SCHOOL,980,HARRISON 2,M,3522,5,5,3,6,5,5,5,5,6,
MONTE VISTA MIDDLE SCHOOL,2740,MONTE VISTA C-8,M,6044,5,5,3,6,6,6,4,6,6,
OVERLAND TRAIL MIDDLE SCHOOL,40,BRIGHTON 27J,M,6638,5,5,5,5,6,5,5,6,2,
SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,8030,5,6,6,6,4,5,7,3,5,
NUCLA HIGH SCHOOL,2190,WEST END RE-2,M,6436,5,5,5,3,9,2,5,1,3,
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,4901,5,3,2,3,5,6,6,6,6,
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,M,8909,5,1,1,1,1,6,6,6,7,
MESA ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,3108,5,7,9,6,7,3,5,3,3,
MUNROE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,6188,5,3,5,3,1,6,9,5,6,
BIRCH ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,872,5,6,6,6,6,3,3,4,5,
CARLSON ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,4212,5,6,7,6,6,5,5,6,2,
PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,6856,5,6,6,6,5,1,1,1,6,
SUNSET ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,8398,5,6,6,6,6,3,3,1,6,
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,2995,5,1,3,1,3,6,7,5,6,
JOHNSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,4450,5,1,3,1,1,6,5,7,6,
PRAIRIE VIEW MIDDLE SCHOOL,40,BRIGHTON 27J,M,7131,5,6,3,6,6,3,4,5,4,
PARK LANE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,6758,5,1,5,2,3,6,5,8,6,
LOMA LINDA ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,5246,5,5,6,6,4,5,5,3,6,
PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,7078,5,5,4,5,3,6,7,5,4,
SIERRA GRANDE ELEMENTARY SCHOOL,740,SIERRA GRANDE R-30,E,7876,5,5,7,6,5,2,2,6,1,
INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,M,2128,5,6,1,5,3,5,8,3,6,
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,M,2216,5,6,3,6,6,6,6,3,6,
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,E,3846,5,6,9,7,6,2,3,1,5,
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,6935,5,7,6,6,6,1,1,1,1,
CENTRAL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,1426,4,3,2,2,3,6,6,5,5,
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,E,7701,4,7,8,6,6,1,1,1,3,
O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,6474,4,4,1,3,5,3,4,5,3,
WAMSLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,9231,4,5,6,3,,6,9,7,1,
EAST MEMORIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,2414,4,5,6,3,3,5,3,6,6,
MONACO ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,5982,4,5,5,3,4,6,6,6,6,
ALTURA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,214,4,1,2,1,1,6,5,8,6,
PARIS ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,6728,4,1,3,1,1,6,5,6,7,
HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,3890,4,4,6,3,2,4,3,5,5,
STRATTON MEADOWS ELEMENTARY SCHOOL,980,HARRISON 2,E,8350,4,5,6,5,3,3,5,5,2,
WESTGATE CHARTER,20,ADAMS 12 FIVE STAR SCHOOLS,M,9431,4,6,6,9,,3,2,3,6,
FRENCH ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,3234,4,6,6,6,6,3,5,5,3,
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,7814,4,6,6,6,5,3,1,6,3,
WIDEFIELD ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,9562,4,6,6,6,6,5,6,6,2,
GRANADA UNDIVIDED HIGH SCHOOL,2650,GRANADA RE-1,M,3546,4,6,5,8,5,5,3,6,4,
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,M,3758,4,3,1,5,2,6,5,7,6,
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,E,1785,4,1,2,1,2,6,5,7,5,
CALICHE ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,1220,4,6,9,6,6,3,5,3,1,
TALBOTT ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,4346,4,6,6,5,6,5,4,6,3,
SPRINGFIELD ELEMENTARY SCHOOL,250,SPRINGFIELD RE-4,E,8160,4,6,7,6,5,1,3,3,1,
AXL ACADEMY,180,ADAMS-ARAPAHOE 28J,E,213,4,5,5,5,5,5,3,5,7,
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,M,1150,4,6,3,6,6,3,5,3,3,
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),E,8419,4,6,5,3,6,2,6,1,2,
MONROE ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,5992,4,6,6,6,6,4,2,6,5,
PRITCHETT MIDDLE SCHOOL,240,PRITCHETT RE-3,M,7176,4,6,6,8,,3,3,6,3,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,2582,4,3,6,3,5,5,4,6,3,
GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,4160,4,6,3,6,6,2,6,1,5,
LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,5255,4,1,5,3,,6,1,9,5,
TENNYSON KNOLLS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,8798,4,1,4,1,3,6,6,6,4,
ACHIEVE ACADEMY,10,MAPLETON 1,M,505,4,2,1,3,5,6,6,6,6,
LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,M,5015,4,5,5,6,6,3,3,4,5,
AURORA HILLS MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,464,3,3,3,4,5,6,6,6,5,
HERITAGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,6344,3,3,3,3,5,6,6,6,6,
NORWOOD ELEMENTARY SCHOOL,2840,NORWOOD R-2J,E,6418,3,9,9,8,7,1,1,3,1,
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,M,4795,3,3,3,5,4,6,5,6,5,
CHATFIELD ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,1520,3,5,4,3,5,3,5,2,5,
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,E,1345,3,3,6,5,3,3,5,3,4,
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,M,1345,3,3,1,5,1,6,6,3,9,
MARTINEZ ELEMENTARY SCHOOL,3120,GREELEY 6,E,6774,3,3,6,3,3,5,3,6,6,
SIERRA GRANDE MIDDLE SCHOOL,740,SIERRA GRANDE R-30,M,7878,3,5,3,5,,3,4,2,6,
FRUITVALE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,3262,3,6,6,5,5,3,6,3,3,
BEA UNDERWOOD ELEMENTARY SCHOOL,1220,GARFIELD 16,E,3578,3,5,5,3,,4,5,5,5,
ADAMS CITY MIDDLE SCHOOL,30,ADAMS COUNTY 14,M,20,3,3,2,3,5,6,6,6,6,
COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,E,1796,3,6,6,6,6,3,3,3,5,
CORRIDOR COMMUNITY ACADEMY,50,BENNETT 29J,E,1889,3,6,6,6,6,1,1,4,1,
SHAW HEIGHTS MIDDLE SCHOOL,70,WESTMINSTER 50,M,7812,3,4,1,3,5,5,6,3,5,
SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,7992,3,3,2,3,4,6,6,6,6,
WALSH HIGH SCHOOL,230,WALSH RE-1,M,9226,3,6,6,6,6,1,1,5,1,
DUPONT ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,2308,3,4,5,3,5,5,5,6,2,
KAISER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,4498,3,3,6,5,3,3,1,5,5,
FEDERAL HEIGHTS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,2918,3,1,5,1,3,6,5,7,6,
MC ELWAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,5706,3,1,3,1,1,6,6,6,6,
NEWLON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,6254,3,1,6,1,1,6,6,6,6,
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,M,2995,3,1,1,2,1,6,6,3,9,
HASKIN ELEMENTARY SCHOOL,2810,CENTER 26 JT,E,1412,3,1,3,1,5,6,5,7,6,
PLATTE VALLEY MIDDLE SCHOOL,3130,PLATTE VALLEY RE-7,M,7054,3,6,5,6,6,3,3,3,5,
STRATTON MIDDLE SCHOOL,1480,STRATTON R-4,M,8351,3,5,3,6,,3,3,6,2,
PIONEER CHARTER SCHOOL,880,DENVER COUNTY 1,E,6957,3,1,5,2,3,6,6,6,6,
MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,10,MAPLETON 1,M,187,3,3,1,3,5,5,5,6,5,
IGNACIO INTERMEDIATE SCHOOL,1540,IGNACIO 11 JT,E,4252,3,4,5,3,6,4,5,5,3,
PARKVIEW ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,6794,3,6,6,6,,3,3,5,1,
CARBONDALE MIDDLE SCHOOL,1180,ROARING FORK RE-1,E,1296,3,4,1,3,3,4,6,3,6,
FULTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,3272,3,1,3,1,1,5,6,6,5,
SWANSEA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,8422,3,1,3,2,1,6,6,6,5,
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,6394,3,2,1,3,1,6,6,6,6,
COLLEGE VIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1788,3,1,3,1,2,6,6,6,6,
ELKHART ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,2618,3,1,3,1,1,6,5,7,6,
FAIRVIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,2880,3,2,3,1,1,6,6,6,5,
JEWELL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,4426,3,5,6,5,5,3,5,3,4,
MONTEREY COMMUNITY SCHOOL,10,MAPLETON 1,E,501,3,3,5,2,3,6,5,6,6,
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,9739,3,3,5,3,3,5,6,6,4,
HILLCREST ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,4000,3,4,6,4,3,3,3,4,3,
PINELLO ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,6952,3,6,6,6,6,3,5,4,2,
BARRETT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,540,3,1,1,1,1,6,6,6,5,
CHELTENHAM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1528,3,1,3,2,1,6,5,6,6,
CRAWFORD ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,1948,3,1,2,1,1,5,4,6,6,
FAIRVIEW ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,2876,3,3,5,1,2,5,6,5,5,
KENTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,4646,3,3,5,2,1,6,5,7,6,
MAXWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,5644,3,2,2,1,1,5,3,5,6,
CENTENNIAL ELEMENTARY SCHOOL,640,CENTENNIAL R-1,E,7588,3,3,5,3,1,6,5,6,6,
SHERIDAN MIDDLE SCHOOL,123,SHERIDAN 2,M,7837,3,2,1,3,4,5,5,5,6,
SIXTH AVENUE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,7932,3,3,2,3,3,5,5,5,6,
GLOBAL LEADERSHIP ACADEMY,10,MAPLETON 1,E,263,3,1,5,2,1,5,5,6,5,
BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,M,6350,3,1,1,1,1,6,6,6,6,
HANSON ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,M,6534,3,2,1,3,3,5,4,6,6,
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,E,8909,3,1,3,2,1,6,3,6,6,
COLUMBIAN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,1828,3,6,6,5,3,3,3,3,4,
MANAUGH ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,5436,3,3,5,1,3,6,5,6,5,
ROMERO ELEMENTARY SCHOOL,3120,GREELEY 6,E,54,3,3,5,1,2,4,5,5,4,
AMESSE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,220,3,1,3,1,1,6,6,6,6,
ASHLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,418,3,1,2,1,1,6,6,6,4,
HEATH MIDDLE SCHOOL,3120,GREELEY 6,M,3880,3,5,2,6,5,2,5,1,5,
NORTH ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,6294,3,3,5,3,2,6,6,6,6,
SABIN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,7556,3,6,5,6,6,4,5,3,5,
MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,M,5605,3,1,1,1,1,6,5,6,6,
ELBERT ELEMENTARY SCHOOL,950,ELBERT 200,E,2570,3,8,7,9,6,1,1,2,1,
FRANCIS M. DAY ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,3144,3,1,1,1,3,6,5,6,5,
FREMONT MIDDLE SCHOOL,1150,FREMONT RE-2,M,3226,3,6,3,5,5,3,5,1,6,
GODSMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3478,3,1,3,1,1,5,3,5,5,
QUEEN PALMER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,7228,3,5,5,4,4,3,2,4,3,
WEST GRAND MIDDLE SCHOOL,1340,WEST GRAND 1-JT.,M,9422,3,6,4,6,6,3,4,3,6,
CLAYTON PARTNERSHIP SCHOOL,10,MAPLETON 1,E,509,3,1,5,1,3,5,5,6,4,
MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,M,5670,3,5,6,6,5,1,1,6,2,
FREMONT ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,3224,3,6,6,6,6,2,3,3,3,
FISHER'S PEAK ELEMENTARY SCHOOL,1580,TRINIDAD 1,E,2944,3,6,6,6,6,2,3,3,2,
JOHNSON ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,4458,3,5,6,5,6,4,5,6,1,
THORNTON MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,5814,3,1,1,1,4,5,4,6,5,
MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,5896,3,5,6,6,6,3,4,5,3,
NORTH STAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,6376,3,2,5,2,2,5,6,6,3,
VALVERDE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,9050,3,1,3,3,1,6,5,6,6,
SUNSET PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,8402,3,8,9,8,5,1,1,1,5,
CARMEL MIDDLE SCHOOL,980,HARRISON 2,M,1306,3,3,3,5,5,3,4,2,6,
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,E,8359,3,3,4,3,5,4,3,6,3,
WHEELING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,9514,3,2,3,1,1,6,4,6,5,
UNDERWOOD ELEMENTARY SCHOOL,2730,DEL NORTE C-7,E,8960,3,6,6,6,5,1,3,1,6,
CRYSTAL RIVER ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,2063,3,5,5,4,,3,5,4,1,
HAAFF ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,3724,3,7,8,7,6,1,1,1,1,
WM E BISHOP ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,9620,3,3,5,5,3,3,5,5,1,
CHEYENNE WELLS ELEMENTARY SCHOOL,520,CHEYENNE COUNTY RE-5,E,1608,2,6,6,6,5,3,3,6,2,
HIGHLAND ELEMENTARY SCHOOL,3145,AULT-HIGHLAND RE-9,E,3958,2,5,6,5,6,3,5,4,2,
WESTPARK ELEMENTARY SCHOOL,1510,LAKE COUNTY R-1,E,9486,2,5,8,6,,1,1,2,1,
CORONADO HILLS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,1878,2,3,5,2,3,5,3,6,5,
EADS ELEMENTARY SCHOOL,1430,EADS RE-1,E,2328,2,7,9,9,8,1,1,1,2,
DENVER GREEN SCHOOL,880,DENVER COUNTY 1,E,2125,2,6,5,5,,5,5,6,3,
HENRY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,3920,2,5,6,6,6,1,4,1,4,
MCKINLEY ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,5704,2,6,7,6,6,2,1,3,5,
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,880,DENVER COUNTY 1,E,7694,2,1,2,1,1,5,6,5,3,
CRESSON ELEMENTARY SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,E,9080,2,6,6,6,6,1,3,1,3,
HENDERSON ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,3900,2,6,6,6,3,3,3,3,5,
STRATTON ELEMENTARY SCHOOL,1480,STRATTON R-4,E,8342,2,6,8,6,6,2,2,3,2,
JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,6539,2,6,6,6,6,1,3,1,2,
OLGA A HELLBECK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,6504,2,5,6,5,3,3,2,3,6,
ARVADA K-8,1420,JEFFERSON COUNTY R-1,M,109,2,3,1,1,4,4,5,6,3,
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,M,7442,1,2,1,3,5,5,1,6,6,
SOUTH PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,8116,2,6,8,6,6,1,1,2,1,
FLYNN ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,7810,2,3,6,3,6,3,3,5,2,
ELLICOTT ELEMENTARY SCHOOL,1050,ELLICOTT 22,E,2638,2,5,6,5,5,3,1,6,3,
IOWA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,4270,2,3,3,3,1,4,6,1,5,
MONROE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,5988,2,3,5,3,3,4,2,6,3,
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,E,1400,2,4,5,4,3,3,1,6,3,
ARKANSAS ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,310,2,3,3,3,2,3,5,6,1,
BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,756,2,6,6,6,3,1,1,1,2,
COLUMBIAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1816,2,1,5,1,1,5,2,6,5,
W H HEATON MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,9188,2,5,3,6,6,1,2,3,1,
FRANKLIN MIDDLE SCHOOL,3120,GREELEY 6,M,3162,2,3,1,4,5,4,4,3,6,
MOLHOLM ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,5972,2,1,3,1,1,3,3,5,5,
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,E,6970,2,3,4,3,3,3,4,3,3,
ROSE HILL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,7500,1,5,5,3,1,2,5,1,3,
WOODLIN ELEMENTARY SCHOOL,3070,WOODLIN R-104,E,9700,1,6,6,6,6,2,1,6,1,
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),E,2166,1,4,5,1,6,2,5,3,1,
SPANN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,8143,1,3,3,1,1,5,3,6,6,
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,M,8359,1,3,1,3,,4,3,3,6,
V.I.L.A.S. ONLINE SCHOOL,260,VILAS RE-5,M,9085,1,6,1,5,4,1,1,1,6,
GILCREST ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,3398,1,4,5,5,5,3,5,3,2,
MANNY MARTINEZ MIDDLE SCHOOL,880,DENVER COUNTY 1,M,5430,1,1,1,1,1,3,3,6,3,
NOEL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,6784,1,1,1,1,2,5,5,3,6,
VENTURE PREP,880,DENVER COUNTY 1,M,2755,1,2,1,2,,3,3,3,6,
FORD ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3038,1,1,1,1,1,4,3,6,2,
M. SCOTT CARPENTER MIDDLE SCHOOL,70,WESTMINSTER 50,M,5388,1,1,1,1,1,2,4,1,5,
MAPLEWOOD ELEMENTARY SCHOOL,3120,GREELEY 6,E,5620,1,1,3,1,2,3,1,5,4,
WESTMINSTER ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,9462,1,1,2,1,3,4,2,8,1,
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,M,3995,1,2,1,3,2,4,5,3,5,
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,M,5506,1,5,3,4,5,3,1,6,1,
VANGUARD CLASSICAL SCHOOL,180,ADAMS-ARAPAHOE 28J,E,9056,1,3,3,3,3,4,6,3,4,
COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,M,1796,1,6,3,6,6,1,2,1,2,
BESSEMER ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,M,822,1,4,1,5,4,1,2,1,4,
THORNTON ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,8842,1,1,5,1,2,5,2,7,2,
CLAYTON PARTNERSHIP SCHOOL,10,MAPLETON 1,M,509,1,1,1,1,2,2,4,3,3,
BOSTON K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,E,914,1,1,4,1,1,3,3,3,6,
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,E,1150,1,6,6,6,6,1,1,1,3,
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,E,1752,1,5,5,4,6,1,2,2,1,
LAS ANIMAS MIDDLE SCHOOL,290,LAS ANIMAS RE-1,M,4986,1,6,3,6,5,1,1,1,1,
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,M,2789,1,2,1,2,,3,6,1,4,
MRACHEK MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,6160,1,3,3,3,5,3,3,6,3,
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,M,4504,1,4,1,4,1,1,6,1,1,
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,5602,1,6,6,5,6,1,2,3,1,
CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,E,1488,1,6,6,6,6,1,3,1,1,
OAKLAND ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,5998,1,1,1,1,1,3,5,3,3,
FREDERICK ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,3192,1,5,6,5,6,1,2,3,2,
PUTNAM ELEMENTARY SCHOOL,1550,POUDRE R-1,E,7218,1,6,6,6,6,2,2,3,2,
ANTONITO JUNIOR HIGH SCHOOL,580,SOUTH CONEJOS RE-10,M,250,1,5,1,5,5,1,3,1,1,
KEMPER ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,4546,1,4,6,3,6,3,5,3,2,
NORTHEAST ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,6395,1,5,6,6,5,1,1,1,1,
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,M,1752,1,5,2,5,6,1,2,1,2,
IGNACIO JUNIOR HIGH SCHOOL,1540,IGNACIO 11 JT,M,4254,1,5,1,5,5,1,3,2,3,
VISTA PEAK P-8 EXPLORATORY,180,ADAMS-ARAPAHOE 28J,M,9083,1,4,1,4,4,2,4,3,3,
SHERIDAN ELEMENTARY,123,SHERIDAN 2,E,3054,1,2,6,2,1,2,2,6,1,
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,E,5298,1,3,5,1,3,1,1,6,1,
PARK VIEW ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,6770,1,6,6,5,4,1,2,2,3,
