school,district_id,district_name,emh,emh_combined,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
CHIPETA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1619,5,3,4,3,6,7,6,8,7,
MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,10,MAPLETON 1,M,True,187,5,3,1,3,2,5,3,7,1,
LOMA LINDA ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,5246,5,5,6,5,5,5,5,5,5,
LONGS PEAK MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,5288,5,5,5,6,6,5,6,5,5,
HILLCREST ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,4000,5,4,6,5,3,5,6,5,4,
FOSTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3088,5,5,5,5,5,5,6,6,5,
POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,M,False,7104,5,6,5,7,7,5,5,2,6,
CRESSON ELEMENTARY SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,E,False,9080,5,6,6,6,6,5,3,3,6,
TURNBERRY ELEMENTARY,40,BRIGHTON 27J,E,False,8820,5,6,6,6,6,5,3,5,6,
COLFAX ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1774,5,3,4,5,2,7,8,3,10,
FOX MEADOW MIDDLE SCHOOL,980,HARRISON 2,M,False,3522,5,5,5,6,5,6,3,6,6,
CAMPBELL ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,False,1321,5,6,7,6,6,3,5,1,5,
COLUMBINE ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,False,9698,5,7,7,6,7,5,3,6,2,
BRENTWOOD MIDDLE SCHOOL,3120,GREELEY 6,M,False,988,5,5,1,6,5,6,6,5,6,
MARTINEZ ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,6774,5,3,6,5,2,7,5,9,6,
FORT LUPTON MIDDLE SCHOOL,3140,WELD COUNTY S/D RE-8,M,False,3066,5,4,5,5,5,6,5,6,6,
GREEN VALLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3641,5,2,3,3,1,7,6,8,6,
HENRY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3920,5,6,6,6,5,5,5,3,6,
ASHLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,418,5,1,3,1,1,7,7,9,5,
SAND CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,False,7611,5,6,6,6,4,5,6,3,5,
PENROSE ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,False,6858,5,6,9,6,6,4,6,3,5,
CARBONDALE MIDDLE SCHOOL,1180,ROARING FORK RE-1,E,True,1296,5,3,1,3,3,5,6,3,5,
CARBONDALE MIDDLE SCHOOL,1180,ROARING FORK RE-1,M,True,1296,5,3,1,3,5,9,12,7,8,
TENNYSON KNOLLS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,8798,5,1,5,1,4,6,5,7,5,
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,True,6394,5,2,2,3,1,5,3,5,7,
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,True,6394,5,3,1,3,1,8,7,9,6,
ADAMS CITY MIDDLE SCHOOL,30,ADAMS COUNTY 14,M,False,20,5,3,3,3,6,6,6,7,3,
LYN KNOLL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,5361,5,1,3,2,1,7,9,6,7,
MCKINLEY ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,False,5704,5,6,7,6,6,3,3,4,5,
EAGLETON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2364,5,1,3,1,2,7,6,9,6,
ROMERO ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,54,5,3,6,1,3,5,6,5,4,
ACHIEVE ACADEMY,10,MAPLETON 1,E,True,505,5,3,5,3,3,6,6,9,4,
ACHIEVE ACADEMY,10,MAPLETON 1,M,True,505,5,3,1,5,5,6,9,3,6,
SABLE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,7558,5,1,4,1,3,6,5,9,6,
VAUGHN ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,9060,5,2,3,2,1,6,9,6,6,
CLARA E. METZ ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,1622,5,3,6,3,3,6,6,6,4,
CALHAN ELEMENTARY SCHOOL,970,CALHAN RJ-1,E,False,1210,5,6,8,6,7,4,5,5,3,
MONROE ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,5992,5,6,6,6,6,6,5,9,1,
HENDERSON ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,3900,5,6,6,6,5,5,6,4,5,
VIKAN MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,9230,5,6,5,6,6,4,6,4,3,
BUENA VISTA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1126,5,6,6,6,6,5,3,6,4,
MOLHOLM ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5972,5,3,5,3,3,6,6,6,5,
STRATTON MIDDLE SCHOOL,1480,STRATTON R-4,M,False,8351,5,6,6,6,6,4,5,5,4,
CHERAW ELEMENTARY SCHOOL,2560,CHERAW 31,E,False,1538,5,6,6,6,6,5,5,5,6,
RIDGEVIEW ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,7338,5,6,7,6,6,3,3,5,3,
CRAWFORD ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,1948,5,1,3,1,3,6,9,6,3,
KENTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4646,5,3,5,3,2,7,5,9,7,
FORD ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3038,5,1,3,1,2,6,5,10,6,
MC GLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5685,5,1,1,1,2,6,6,6,8,
MESA ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,3108,5,7,9,7,8,3,5,3,5,
MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5412,5,4,5,5,3,6,5,6,5,
BURLINGTON ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,1148,5,6,8,6,6,3,2,1,6,
NORTHRIDGE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,6404,5,3,4,3,1,6,8,5,4,
COTOPAXI ELEMENTARY SCHOOL,1160,COTOPAXI RE-3,E,False,3220,5,9,6,6,9,5,5,7,1,
FOWLER JUNIOR HIGH SCHOOL,2540,FOWLER R-4J,M,False,3130,5,6,5,6,6,2,2,1,5,
NORTH ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,6362,5,6,7,5,6,6,5,6,4,
SIXTH AVENUE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,7932,5,2,2,1,1,6,6,6,9,
COLLEGE VIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1788,5,2,3,1,1,6,6,7,5,
HARRINGTON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3778,5,1,5,1,1,6,6,6,8,
PRAIRIE VIEW MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,7131,5,6,3,6,6,3,5,4,3,
ENGLEWOOD MIDDLE SCHOOL,120,ENGLEWOOD 1,M,False,2752,5,5,3,5,5,5,5,6,4,
STEVENS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8272,5,6,6,4,5,3,6,5,1,
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,M,False,5506,5,5,3,5,6,3,2,6,3,
LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,False,5168,5,5,5,6,6,6,5,6,5,
NIVER CREEK MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,6830,5,2,2,1,3,6,3,7,3,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,7464,5,5,6,5,3,5,8,2,6,
CENTENNIAL JUNIOR HIGH SCHOOL,640,CENTENNIAL R-1,M,False,1396,5,3,1,2,,6,5,11,3,
COLUMBIAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1816,5,2,5,2,2,6,3,9,5,
SKINNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,7942,5,3,1,3,3,6,7,6,6,
MOUNT GARFIELD MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,False,6166,5,6,3,5,6,4,5,5,3,
TAYLOR ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,8462,4,8,8,6,7,3,3,3,3,
SOUTH PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8116,4,7,9,6,6,1,1,2,3,
QUEEN PALMER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,7228,4,5,6,5,5,3,3,5,6,
CUSTER MIDDLE SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,M,False,2091,4,6,6,6,6,4,6,3,3,
CLAYTON ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,False,1652,4,6,6,5,5,3,1,5,3,
PUTNAM ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,7218,4,6,6,5,5,3,1,6,3,
EVA R BACA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,2438,4,6,6,5,5,4,2,6,3,
FISHER'S PEAK ELEMENTARY SCHOOL,1580,TRINIDAD 1,E,False,2944,4,6,6,6,6,3,3,2,6,
SOPRIS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,False,8038,4,6,9,6,6,3,2,5,3,
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,M,True,2126,4,5,3,6,6,6,1,9,7,
HEATH MIDDLE SCHOOL,3120,GREELEY 6,M,False,3880,4,6,3,6,5,4,6,2,5,
HIGHLAND PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,3976,4,6,6,6,5,2,1,1,6,
MONACO ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,5982,4,3,6,4,4,5,5,5,3,
EVANS ELEMENTARY SCHOOL,100,ALAMOSA RE-11J,E,False,2818,4,5,6,5,5,4,3,6,3,
CENTENNIAL ELEMENTARY SCHOOL,640,CENTENNIAL R-1,E,False,7588,4,3,5,3,1,6,5,8,6,
CENTRAL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,1426,4,3,3,3,3,6,6,6,5,
RISHEL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,7370,4,1,1,1,1,6,7,6,4,
CENTENNIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,1384,4,4,5,3,1,5,6,6,4,
KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510,KIT CARSON R-1,M,False,4742,4,8,3,9,5,2,1,1,6,
EADS ELEMENTARY SCHOOL,1430,EADS RE-1,E,False,2328,4,9,10,9,9,1,1,3,2,
SUNSET ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,8398,4,6,6,6,6,3,2,1,6,
CRYSTAL RIVER ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,False,2063,4,4,6,4,,5,5,6,3,
IGNACIO JUNIOR HIGH SCHOOL,1540,IGNACIO 11 JT,M,False,4254,4,6,1,5,5,4,5,3,5,
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3426,4,1,2,1,1,6,6,6,6,
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,True,3426,4,1,1,1,5,6,6,6,9,
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,M,False,1875,4,7,6,9,7,2,2,3,3,
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,E,False,7388,4,6,6,6,6,3,5,2,3,
OLGA A HELLBECK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,6504,4,6,6,5,3,5,3,3,8,
WALSH HIGH SCHOOL,230,WALSH RE-1,M,False,9226,4,9,6,7,6,2,1,6,1,
NEWLON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,6254,3,2,6,2,2,6,7,6,6,
EIBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2550,3,4,3,3,4,6,2,9,6,
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,True,2995,3,1,5,1,5,9,12,7,8,
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,M,True,2995,3,1,1,1,,1,1,1,3,
MRACHEK MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,False,6160,3,4,4,5,5,5,5,6,4,
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,E,True,1150,3,6,6,6,6,1,1,1,1,
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,M,True,1150,3,6,3,6,6,6,8,5,7,
THORNTON MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,5814,3,2,1,2,4,6,5,7,5,
HIGHLAND ELEMENTARY SCHOOL,3145,AULT-HIGHLAND RE-9,E,False,3958,3,5,6,6,6,4,3,6,5,
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,False,7164,3,5,4,6,5,3,3,5,3,
MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,M,True,6520,2,9,5,6,7,1,3,1,1,
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4,M,False,5806,3,8,6,9,8,1,1,5,1,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,7467,3,3,3,1,5,6,6,6,6,
CALICHE ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,False,1220,3,9,9,9,6,1,2,2,3,
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,False,6935,3,7,8,6,6,2,1,4,3,
PIONEER ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,False,6954,3,6,6,3,,4,3,6,3,
JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,6539,3,6,6,6,6,5,6,3,5,
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,E,True,1400,3,3,5,4,3,3,3,5,3,
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,M,True,1400,3,4,1,4,6,6,5,6,6,
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8466,3,6,6,6,7,3,5,3,5,
FRANKLIN MIDDLE SCHOOL,3120,GREELEY 6,M,False,3162,3,3,1,5,5,5,6,1,6,
FLORIDA MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,False,3012,3,6,6,6,6,3,3,2,6,
PARK VIEW ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,6770,3,6,6,6,3,5,5,5,5,
CARMEL MIDDLE SCHOOL,980,HARRISON 2,M,False,1306,3,5,3,5,5,5,5,3,6,
MONTEREY COMMUNITY SCHOOL,10,MAPLETON 1,E,True,501,3,3,4,3,3,3,3,2,5,
MONTEREY COMMUNITY SCHOOL,10,MAPLETON 1,M,True,501,3,3,1,4,3,7,6,9,6,
SHAW HEIGHTS MIDDLE SCHOOL,70,WESTMINSTER 50,M,False,7812,3,5,1,5,6,4,6,3,5,
SEVENTH STREET ELEMENTARY SCHOOL,890,DOLORES COUNTY RE NO.2,E,False,7764,3,6,6,6,6,3,5,1,5,
CHELTENHAM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1528,3,2,3,2,4,5,3,6,6,
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,E,True,2856,3,1,2,1,2,5,6,4,4,
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,M,True,2856,3,1,1,1,1,7,7,6,8,
JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,4356,3,5,5,3,3,5,6,6,1,
BENNETT ELEMENTARY SCHOOL,50,BENNETT 29J,E,False,770,3,6,6,6,6,3,5,5,3,
KEPNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,4656,3,1,1,1,3,7,7,7,6,
RONCALLI MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,False,7481,3,5,3,6,6,2,1,3,3,
BIRCH ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,872,3,6,7,7,7,1,2,2,1,
OAKLAND ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5998,3,1,2,1,1,6,5,6,6,
IDALIA ELEMENTARY SCHOOL,3220,IDALIA RJ-3,E,False,4227,3,6,6,5,6,3,1,3,5,
MEADOW COMMUNITY SCHOOL,10,MAPLETON 1,E,True,502,3,1,2,1,1,3,5,2,3,
MEADOW COMMUNITY SCHOOL,10,MAPLETON 1,M,True,502,3,3,1,1,1,6,10,5,7,
HERITAGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,6344,3,3,3,3,3,6,5,6,6,
EAST MEMORIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,2414,3,4,5,4,1,4,6,5,1,
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,M,True,6541,3,6,1,4,5,1,1,1,1,
GLOBAL LEADERSHIP ACADEMY,10,MAPLETON 1,E,True,263,3,1,3,1,1,6,9,6,3,
GLOBAL LEADERSHIP ACADEMY,10,MAPLETON 1,M,True,263,3,1,1,2,1,6,6,6,6,
MCAULIFFE ELEMENTARY,1010,COLORADO SPRINGS 11,E,False,1625,3,5,6,6,4,3,5,5,3,
CENTAURI MIDDLE SCHOOL,550,NORTH CONEJOS RE-1J,M,False,1276,3,6,5,6,6,2,2,5,1,
SANCHEZ ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,7592,3,3,5,3,5,5,6,6,1,
PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,6856,3,6,7,6,6,3,3,3,3,
HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,False,8054,3,4,3,5,5,5,6,3,6,
HARRIS PARK ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,3792,3,3,5,3,3,5,5,6,5,
FREMONT ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,False,3224,3,6,6,6,6,2,2,5,1,
FREMONT MIDDLE SCHOOL,1150,FREMONT RE-2,M,False,3226,3,6,2,5,5,4,5,4,4,
CHATFIELD ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1520,3,5,5,3,5,3,5,3,3,
SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,False,8048,3,7,6,6,9,3,3,5,1,
FULTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,3272,3,2,4,3,1,6,7,5,6,
SWANSEA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8422,3,1,3,2,1,6,6,6,6,
PARIS ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,6728,3,1,3,1,1,6,6,6,7,
SHERIDAN MIDDLE SCHOOL,123,SHERIDAN 2,M,False,7837,3,3,2,3,4,6,6,6,6,
DUPONT ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,2308,3,4,5,3,5,5,5,6,3,
PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,False,7212,3,6,3,6,8,2,5,1,4,
FEDERAL HEIGHTS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2918,3,2,5,3,3,5,6,5,5,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2582,3,3,6,2,3,3,3,5,3,
WHEELING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,9514,3,1,3,1,1,6,5,6,5,
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,M,False,9999,3,1,1,1,3,5,5,3,8,
LINCOLN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5162,3,5,6,5,5,3,3,3,3,
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,E,True,8359,3,2,3,2,6,1,1,4,3,
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,M,True,8359,3,3,3,3,,6,6,8,6,
NOEL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,6784,3,2,1,2,3,6,6,6,5,
CREIGHTON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,1976,3,6,6,6,7,3,3,6,3,
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,5415,3,1,1,3,,1,7,1,3,
WHEAT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,9506,3,2,1,2,3,5,5,6,3,
BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,756,3,6,6,6,5,1,3,1,4,
GLENWOOD SPRINGS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,False,3460,3,6,6,5,6,3,5,5,2,
SKYLINE VISTA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,7952,3,3,5,3,2,6,5,6,6,
WESTMINSTER ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,9462,3,1,1,1,2,5,5,5,6,
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,True,1376,3,4,3,5,5,1,3,3,1,
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,True,1376,3,3,1,6,,6,5,1,10,
WEST ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,9445,3,6,5,5,6,1,5,1,4,
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,M,True,2789,3,1,1,5,1,3,2,1,8,
STRATTON MEADOWS ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8350,3,5,6,5,5,3,3,3,4,
PEAKVIEW SCHOOL,1390,HUERFANO RE-1,E,True,63,3,5,6,5,4,1,1,1,1,
PEAKVIEW SCHOOL,1390,HUERFANO RE-1,M,True,63,3,6,3,6,,6,10,4,3,
MC ELWAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,5706,3,1,5,1,3,5,3,6,3,
RIM ROCK ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,362,3,6,6,6,6,2,5,1,3,
TWAIN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5576,3,4,6,5,3,3,5,2,3,
JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,1390,HUERFANO RE-1,M,True,9212,3,5,1,4,5,1,2,1,1,
CORONADO HILLS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1878,2,3,5,3,3,5,5,6,5,
NORTH STAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,6376,2,1,5,1,1,6,6,6,3,
AMESSE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,220,2,1,3,2,1,6,6,7,6,
COLUMBIAN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,1828,2,6,6,5,3,1,3,1,3,
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1752,1,5,5,5,6,3,3,3,4,
COLUMBINE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,1842,2,3,5,4,5,5,6,6,2,
HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,False,3860,2,6,5,6,6,2,1,3,3,
STRATTON ELEMENTARY SCHOOL,1480,STRATTON R-4,E,False,8342,2,6,9,6,6,2,1,3,4,
GUADALUPE ELEMENTARY SCHOOL,580,SOUTH CONEJOS RE-10,E,False,248,2,6,5,6,6,2,1,2,5,
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,E,True,4901,2,5,5,5,5,1,1,2,1,
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,True,4901,2,3,2,5,5,7,6,6,9,
SIERRA GRANDE MIDDLE SCHOOL,740,SIERRA GRANDE R-30,M,False,7878,2,5,3,3,5,1,5,1,1,
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,E,True,4795,2,5,5,5,5,3,2,5,4,
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,M,True,4795,2,3,1,1,1,3,5,5,2,
SANDROCK ELEMENTARY,2020,MOFFAT COUNTY RE:NO 1,E,False,1936,2,6,6,5,6,3,3,3,3,
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,880,DENVER COUNTY 1,E,False,7694,2,1,3,2,1,3,5,5,3,
LAREDO ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4973,2,3,5,3,5,3,5,3,3,
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,E,True,8909,2,1,2,1,1,3,1,3,6,
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,M,True,8909,2,2,1,1,1,6,6,6,7,
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,E,True,4504,2,,,,,,,,,
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,M,True,4504,2,5,1,5,,3,1,1,9,
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,M,False,1752,1,5,2,5,5,3,5,3,3,
POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,False,7106,2,6,6,6,6,3,5,3,3,
W H HEATON MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,False,9188,2,6,4,6,6,2,3,1,3,
PUEBLO WEST ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,7210,2,6,7,5,6,3,5,3,3,
SOUTH ROUTT ELEMENTARY SCHOOL,2780,SOUTH ROUTT RE 3,E,False,8120,2,5,7,6,6,3,3,5,2,
STUKEY ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8361,2,4,6,3,3,5,5,4,5,
PARK LANE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,6758,2,1,5,2,3,5,6,5,6,
AGUILAR JUNIOR-SENIOR HIGH SCHOOL,1620,AGUILAR REORGANIZED 6,M,True,66,2,1,1,1,2,1,1,3,1,
CHEYENNE WELLS MIDDLE SCHOOL,520,CHEYENNE COUNTY RE-5,M,False,1610,2,5,6,5,5,3,1,7,3,
HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3890,1,5,6,4,3,2,1,5,2,
GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,False,4160,1,5,3,5,6,2,3,1,3,
LIBERTY ELEMENTARY SCHOOL,3230,LIBERTY J-4,E,False,5119,1,6,6,6,,1,5,1,2,
