school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
WASHINGTON ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,9248,down,up,up,E
TRAUT CORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,9251,flat,up,flat,E
HAROLD FERGUSON HIGH SCHOOL,1560,THOMPSON R2-J,H,,9260,,,flat,H
WIGGINS MIDDLE SCHOOL,2515,WIGGINS RE-50(J),M,,9263,up,flat,flat,M
WATSON JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,,9294,flat,flat,flat,M
WASSON HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,9298,down,down,down,H
WAYNE CARLE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,9299,flat,flat,flat,M
WEBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9328,up,flat,flat,E
WEBBER MIDDLE SCHOOL,1550,POUDRE R-1,M,,9330,flat,up,flat,M
WEBSTER ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,9334,down,down,down,E
WEST DENVER PREP - HIGHLAND CAMPUS,880,DENVER COUNTY 1,M,,9336,flat,flat,flat,M
WELCHESTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9342,flat,flat,flat,E
WELD CENTRAL JUNIOR HIGH SCHOOL,3090,KEENESBURG RE-3(J),M,,9347,flat,flat,up,M
WELDON VALLEY ELEMENTARY SCHOOL,2505,WELDON VALLEY RE-20(J),E,,9352,up,flat,up,E
WELDON VALLEY JUNIOR HIGH SCHOOL,2505,WELDON VALLEY RE-20(J),M,,9356,down,down,down,M
WELDON VALLEY HIGH SCHOOL,2505,WELDON VALLEY RE-20(J),H,,9360,flat,down,flat,H
EYESTONE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,9370,up,up,up,E
WELLINGTON MIDDLE SCHOOL,1550,POUDRE R-1,M,,9374,up,up,up,M
WERNER ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,9380,flat,down,flat,E
WEST DENVER PREP: HARVEY PARK CAMPUS,880,DENVER COUNTY 1,M,,9389,flat,flat,flat,M
WEST DENVER PREP - LAKE CAMPUS,880,DENVER COUNTY 1,M,,9390,flat,flat,flat,M
AURORA WEST COLLEGE PREPARATORY ACADEMY,180,ADAMS-ARAPAHOE 28J,M,,9396,flat,flat,flat,M
WEST INTERGENERATIONAL CENTER,1010,COLORADO SPRINGS 11,M,,9404,down,flat,flat,M
WEST MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,9406,flat,flat,flat,M
WEST HIGH SCHOOL,880,DENVER COUNTY 1,H,,9408,flat,flat,flat,H
WESTGATE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9412,flat,up,flat,E
WEST GRAND ELEMENTARY SCHOOL,1340,WEST GRAND 1-JT.,E,,9416,up,up,up,E
WEST GRAND HIGH SCHOOL,1340,WEST GRAND 1-JT.,H,,9420,down,down,down,H
WEST GRAND MIDDLE SCHOOL,1340,WEST GRAND 1-JT.,M,,9422,down,down,down,M
WEST JEFFERSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9424,flat,flat,up,E
WESTERLY CREEK ELEMENTARY,880,DENVER COUNTY 1,E,,9425,flat,flat,flat,E
WEST RIDGE ELEMENTARY,40,BRIGHTON 27J,E,,9426,up,up,flat,E
WOODROW WILSON CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,,9427,flat,flat,flat,E
WOODROW WILSON CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,,9427,flat,flat,flat,M
WEST JEFFERSON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,9428,flat,flat,flat,M
WEST WOODS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9429,flat,flat,down,E
WESTVIEW MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,9430,flat,flat,flat,M
WESTGATE CHARTER,20,ADAMS 12 FIVE STAR SCHOOLS,E,,9431,down,up,down,E
WESTGATE CHARTER,20,ADAMS 12 FIVE STAR SCHOOLS,M,,9431,flat,up,up,M
DENNISON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9432,flat,flat,flat,E
SCENIC ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,9434,down,flat,down,E
WESTLAKE MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,9444,flat,flat,flat,M
WEST ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9445,flat,up,up,E
WESTMINSTER ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,9462,down,up,up,E
WESTMINSTER HIGH SCHOOL,70,WESTMINSTER 50,H,,9466,down,flat,down,H
WESTPARK ELEMENTARY SCHOOL,1510,LAKE COUNTY R-1,E,,9486,down,down,down,E
WESTRIDGE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9490,flat,down,flat,E
WESTVIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,9494,up,flat,flat,E
CASTRO ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,9496,down,up,up,E
WHEAT RIDGE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,9510,flat,flat,up,H
WHEELING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9514,flat,down,down,E
WHITTIER ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,9544,flat,flat,flat,E
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,E,,9548,up,flat,up,E
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,M,,9548,up,flat,flat,M
DISCOVERY HIGH SCHOOL,990,WIDEFIELD 3,H,,9560,,,flat,H
WIDEFIELD ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,9562,down,flat,flat,E
WIDEFIELD HIGH SCHOOL,990,WIDEFIELD 3,H,,9566,down,down,down,H
WIGGINS ELEMENTARY SCHOOL,2515,WIGGINS RE-50(J),E,,9576,up,up,flat,E
WIGGINS HIGH SCHOOL,2515,WIGGINS RE-50(J),H,,9582,down,flat,flat,H
WILDCAT MOUNTAIN ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,9592,flat,flat,down,E
WILDER ELEMENTARY SCHOOL,140,LITTLETON 6,E,,9600,flat,flat,flat,E
WILDFLOWER ELEMENTARY SCHOOL,980,HARRISON 2,E,,9602,up,up,up,E
WILEY ELEMENTARY SCHOOL,2680,WILEY RE-13 JT,E,,9604,flat,up,up,E
WILEY JUNIOR-SENIOR HIGH SCHOOL,2680,WILEY RE-13 JT,H,,9608,flat,down,down,H
WILEY JUNIOR-SENIOR HIGH SCHOOL,2680,WILEY RE-13 JT,M,,9608,down,flat,down,M
WEIKEL ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,9610,flat,flat,flat,E
ROGERS ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9618,flat,down,down,E
WM E BISHOP ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,,9620,down,up,up,E
WILLIAM (BILL) ROBERTS K-8 SCHOOL,880,DENVER COUNTY 1,E,,9623,flat,up,flat,E
WILLIAM (BILL) ROBERTS K-8 SCHOOL,880,DENVER COUNTY 1,M,,9623,flat,flat,flat,M
WILLOW CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,9624,flat,up,up,E
WILMORE DAVIS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9638,up,up,up,E
WILMOT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9648,flat,flat,flat,E
WILSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9660,up,down,down,E
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,E,,9665,flat,down,flat,E
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,M,,9665,down,flat,down,M
WINDSOR MIDDLE SCHOOL,3100,WINDSOR RE-4,M,,9670,flat,flat,flat,M
WINDSOR HIGH SCHOOL,3100,WINDSOR RE-4,H,,9672,flat,down,flat,H
WINGATE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,9673,flat,flat,flat,E
WINONA ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,9674,flat,flat,flat,E
WITT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9678,up,up,up,E
WOODGLEN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,9682,flat,up,up,E
GATEWAY ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,9692,flat,flat,flat,E
WOODLAND PARK MIDDLE SCHOOL,3020,WOODLAND PARK RE-2,M,,9694,flat,flat,flat,M
WOODLAND PARK HIGH SCHOOL,3020,WOODLAND PARK RE-2,H,,9696,down,down,flat,H
COLUMBINE ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,9698,up,up,up,E
WOODLIN ELEMENTARY SCHOOL,3070,WOODLIN R-104,E,,9700,flat,flat,up,E
WOODLIN UNDIVIDED HIGH SCHOOL,3070,WOODLIN R-104,H,,9704,,,flat,H
WOODMEN HILLS ELEMENTARY SCHOOL,1110,FALCON 49,E,,9706,flat,flat,down,E
WOODMEN-ROBERTS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,9714,flat,flat,up,E
WRAY ELEMENTARY SCHOOL,3210,WRAY RD-2,E,,9725,up,flat,up,E
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,,9729,flat,down,down,E
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,M,,9729,flat,flat,flat,M
WRAY HIGH SCHOOL,3210,WRAY RD-2,H,,9733,flat,down,down,H
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,9739,up,down,down,E
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,,9739,down,flat,down,M
YALE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9756,up,flat,flat,E
YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,A,MH,9785,,,flat,A
YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,H,,9785,flat,down,down,H
YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,M,,9785,up,,flat,M
YUMA MIDDLE SCHOOL,3200,YUMA 1,M,,9791,flat,flat,flat,M
KENNETH P MORRIS ELEMENTARY SCHOOL,3200,YUMA 1,E,,9795,flat,flat,down,E
YAMPAH TEEN PARENT PROGRAM,9030,MOUNTAIN BOCES,H,,9797,,,up,H
YUMA HIGH SCHOOL,3200,YUMA 1,H,,9799,down,down,flat,H
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,A,EMH,9999,,,up,A
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,E,,9999,down,,flat,E
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,H,,9999,down,up,up,H
COLORADO SCHOOL FOR THE DEAF AND BLIND,9000,Colorado School for the De,M,,9999,down,down,down,M
