school,district_id,district_name,emh,emh_combined,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate,year
CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,H,True,2024,6,6,3,3,5,9,12,12,5,88.,2012
CROWLEY COUNTY ELEMENTARY SCHOOL,770,CROWLEY COUNTY RE-1-J,E,True,2050,7,6,6,6,8,7,3,6,12,,2012
CROWLEY COUNTY HIGH SCHOOL,770,CROWLEY COUNTY RE-1-J,H,True,2058,6,6,6,4,5,3,6,6,1,81.,2012
CROWLEY COUNTY WARD MIDDLE SCHOOL,770,CROWLEY COUNTY RE-1-J,M,True,2054,6,6,6,6,6,5,4,4,6,,2012
CUSTER COUNTY ELEMENTARY SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,E,True,2088,6,7,8,7,6,5,5,5,5,,2012
CUSTER COUNTY HIGH SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,H,True,2092,9,6,6,6,6,10,7,9,11,92.,2012
CUSTER MIDDLE SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,M,True,2091,11,10,9,8,10,10,11,7,10,,2012
DE BEQUE ELEMENTARY SCHOOL,1980,DE BEQUE 49JT,E,True,2122,8,9,7,7,6,6,6,7,6,,2012
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,M,True,2126,5,5,6,5,3,4,2,9,1,,2012
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,H,True,2126,4,5,4,5,6,6,9,5,5,53.,2012
DEER TRAIL ELEMENTARY SCHOOL,170,DEER TRAIL 26J,E,True,2136,7,9,9,8,9,6,6,6,5,,2012
DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,M,True,2140,2,6,5,6,6,1,3,1,1,,2012
DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,H,True,2140,6,7,6,6,6,7,7,8,6,93.,2012
DEL NORTE HIGH SCHOOL,2730,DEL NORTE C-7,H,True,2150,6,6,6,6,6,5,6,3,6,88.,2012
DEL NORTE MIDDLE SCHOOL,2730,DEL NORTE C-7,M,True,2148,9,6,7,6,9,12,11,13,7,,2012
UNDERWOOD ELEMENTARY SCHOOL,2730,DEL NORTE C-7,E,True,8960,4,7,7,6,6,3,6,3,2,,2012
CEDAREDGE ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,4182,6,6,7,7,6,6,6,7,5,,2012
CEDAREDGE HIGH SCHOOL,870,DELTA COUNTY 50(J),H,True,1372,10,9,7,9,9,9,9,9,9,91.,2012
CEDAREDGE MIDDLE SCHOOL,870,DELTA COUNTY 50(J),M,True,1375,9,7,6,9,9,8,7,7,7,,2012
CRAWFORD ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,1952,9,6,10,8,7,6,6,5,5,,2012
DELTA ACADEMY OF APPLIED LEARNING,870,DELTA COUNTY 50(J),E,True,2152,,10,12,10,,6,3,7,8,,2012
DELTA ACADEMY OF APPLIED LEARNING,870,DELTA COUNTY 50(J),M,True,2152,,7,12,9,6,9,9,9,9,,2012
DELTA COUNTY VIRTUAL ACADEMY,870,DELTA COUNTY 50(J),E,True,2293,,,,,,,,,,,2012
DELTA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,True,2164,6,6,6,6,5,6,9,3,6,91.,2012
DELTA MIDDLE SCHOOL,870,DELTA COUNTY 50(J),M,True,2160,6,6,7,6,7,6,6,6,6,,2012
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),E,True,2166,3,5,3,4,6,2,4,2,3,,2012
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),M,True,2166,6,6,6,6,6,7,6,6,9,,2012
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),H,True,2166,6,6,5,6,6,6,6,5,6,80.,2012
GARNET MESA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,3330,7,6,7,7,6,6,6,6,6,,2012
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,4124,8,9,10,9,8,6,5,6,6,,2012
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,True,4124,6,7,9,9,8,5,5,5,5,,2012
HOTCHKISS HIGH SCHOOL,870,DELTA COUNTY 50(J),H,True,4128,9,7,6,9,7,7,9,3,11,94.,2012
LINCOLN ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,5154,10,6,7,7,9,10,9,12,9,,2012
NORTH FORK MONTESSORI SCHOOL,870,DELTA COUNTY 50(J),E,True,6298,12,13,10,13,12,11,12,7,11,,2012
NORTH FORK VISION SCHOOL,870,DELTA COUNTY 50(J),E,True,9146,,5,6,6,,5,2,3,10,,2012
NORTH FORK VISION SCHOOL,870,DELTA COUNTY 50(J),M,True,9146,9,7,6,6,6,9,11,6,9,,2012
NORTH FORK VISION SCHOOL,870,DELTA COUNTY 50(J),H,True,9146,7,7,6,8,9,12,9,11,13,43.,2012
PAONIA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,6700,12,9,10,10,9,12,9,12,9,,2012
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),M,True,6708,6,9,9,9,9,3,6,2,3,,2012
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,True,6708,9,9,7,9,9,8,9,6,9,90.,2012
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),E,True,8419,5,5,1,2,5,5,10,1,5,,2012
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),M,True,8419,9,9,5,6,,7,10,6,9,,2012
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),H,True,8419,6,8,3,6,5,6,5,6,10,66.,2012
ABRAHAM LINCOLN HIGH SCHOOL,880,DENVER COUNTY 1,H,True,10,5,1,3,1,1,7,8,6,7,64.,2012
ACADEMIA ANA MARIE SANDOVAL,880,DENVER COUNTY 1,E,True,6397,9,6,5,6,6,8,9,10,10,,2012
AMESSE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,220,5,1,1,3,3,6,9,5,9,,2012
ARCHULETA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3340,6,3,5,5,5,7,6,7,6,,2012
ASBURY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,388,9,6,7,7,6,9,9,9,6,,2012
ASHLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,418,3,1,1,1,1,5,6,6,3,,2012
BARNUM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,520,6,2,3,4,1,7,9,5,9,,2012
BARRETT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,540,5,1,1,1,1,6,7,7,5,,2012
BEACH COURT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,650,,3,2,3,6,,,,,,2012
BRADLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,964,12,7,6,7,7,13,13,12,12,,2012
BROMWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1056,12,12,13,12,12,9,13,9,6,,2012
BROWN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1076,6,6,6,6,6,6,6,7,7,,2012
BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,M,True,6350,3,1,1,1,1,5,6,5,4,,2012
BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,H,True,6350,6,1,2,1,1,8,9,9,9,86.,2012
BRYANT WEBSTER K-8 SCHOOL,880,DENVER COUNTY 1,E,True,1106,6,3,5,5,3,8,7,13,7,,2012
BRYANT WEBSTER K-8 SCHOOL,880,DENVER COUNTY 1,M,True,1106,6,5,5,5,5,9,9,6,9,,2012
CARSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1324,10,10,12,11,11,9,9,9,5,,2012
CASTRO ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,9496,3,1,1,1,3,7,7,6,7,,2012
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,E,True,1400,1,3,4,5,3,1,1,3,1,,2012
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,M,True,1400,5,4,3,3,4,6,6,6,6,,2012
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,E,True,1345,5,5,6,6,1,6,6,3,6,,2012
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,M,True,1345,6,3,3,3,5,6,9,7,6,,2012
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,880,DENVER COUNTY 1,E,True,7694,6,1,1,3,1,9,12,6,11,,2012
CHELTENHAM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1528,5,1,1,1,1,6,7,7,9,,2012
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,E,True,1785,3,1,1,1,1,5,5,7,4,,2012
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,M,True,1785,6,1,2,1,3,12,11,10,10,,2012
COLFAX ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1774,5,2,2,4,3,6,7,5,6,,2012
COLLEGE VIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1788,3,2,1,1,2,5,6,5,6,,2012
COLLEGIATE PREPARATORY ACADEMY,880,DENVER COUNTY 1,H,True,1295,,1,5,1,,9,6,10,9,,2012
COLUMBIAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1816,6,3,1,3,3,6,10,6,4,,2012
COLUMBINE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1846,3,2,1,3,1,5,3,6,6,,2012
CORY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1908,13,12,12,12,10,12,10,12,12,,2012
COWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,1928,6,1,1,3,1,7,9,6,8,,2012
DCIS AT MONTBELLO,880,DENVER COUNTY 1,M,True,2209,5,3,4,1,,7,5,10,6,,2012
DENISON MONTESSORI SCHOOL,880,DENVER COUNTY 1,E,True,2174,7,6,4,6,6,9,12,6,12,,2012
DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,M,True,2183,7,8,8,9,9,6,6,5,9,,2012
DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,H,True,2183,9,8,6,7,5,9,9,6,9,90.,2012
DENVER GREEN SCHOOL,880,DENVER COUNTY 1,E,True,2125,3,6,6,6,,6,4,6,3,,2012
DENVER GREEN SCHOOL,880,DENVER COUNTY 1,M,True,2125,9,6,5,5,,12,12,8,12,,2012
DENVER LANGUAGE SCHOOL,880,DENVER COUNTY 1,E,True,2127,,6,6,6,,,,,,,2012
DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,M,True,2184,6,12,9,12,11,5,6,3,6,,2012
DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,H,True,2184,12,12,10,12,12,9,9,8,9,96.,2012
DOULL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,2258,7,2,3,3,1,12,10,8,12,,2012
DSST: COLE,880,DENVER COUNTY 1,M,True,2223,10,6,8,6,,12,12,13,12,,2012
DSST: GREEN VALLEY RANCH,880,DENVER COUNTY 1,M,True,2145,12,6,8,6,,12,12,13,11,,2012
DSST: STAPLETON,880,DENVER COUNTY 1,M,True,2185,12,9,11,10,12,12,12,12,13,,2012
DSST: STAPLETON,880,DENVER COUNTY 1,H,True,2185,13,12,13,9,12,12,11,13,9,80.,2012
EAGLETON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,2364,6,1,3,3,2,9,5,9,12,,2012
EAST HIGH SCHOOL,880,DENVER COUNTY 1,H,True,2398,6,8,9,9,9,7,7,6,7,88.,2012
EDISON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,2506,6,6,6,7,9,7,7,6,7,,2012
ELLIS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,2652,6,3,5,5,6,7,9,3,8,,2012
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,E,True,2789,,1,1,1,,,,,,,2012
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,M,True,2789,1,1,1,1,1,1,2,1,3,,2012
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,H,True,2789,1,1,1,1,1,6,6,6,6,32.,2012
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,E,True,2856,3,1,1,1,1,6,5,6,6,,2012
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,M,True,2856,6,1,3,2,1,9,6,7,12,,2012
FAIRVIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,2880,6,1,1,1,6,9,10,9,11,,2012
FORCE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3032,6,3,2,4,3,9,8,12,12,,2012
FRED N THOMAS CAREER EDUCATION CENTER,880,DENVER COUNTY 1,H,True,1319,9,9,6,6,6,9,10,6,9,85.,2012
GARDEN PLACE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3296,6,1,3,1,1,9,6,12,9,,2012
GEORGE WASHINGTON HIGH SCHOOL,880,DENVER COUNTY 1,H,True,3378,5,5,7,5,6,6,7,5,9,82.,2012
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3426,2,1,1,1,1,5,6,5,6,,2012
GIRLS ATHLETIC LEADERSHIP SCHOOL,880,DENVER COUNTY 1,M,True,3639,9,6,6,6,6,9,10,6,11,,2012
GODSMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3478,6,2,1,2,3,9,9,8,9,,2012
GOLDRICK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3512,6,3,4,3,5,7,6,9,6,,2012
GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,3600,5,2,5,2,5,7,6,9,6,,2012
GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,E,True,3605,7,6,6,6,5,8,9,6,6,,2012
GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,M,True,3605,9,6,7,6,6,9,9,8,8,,2012
GREEN VALLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3641,10,5,6,5,5,12,12,13,11,,2012
GREENLEE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3655,3,2,1,1,1,6,3,5,3,,2012
GREENWOOD ECE-8,880,DENVER COUNTY 1,E,True,3647,5,2,3,3,2,8,6,9,7,,2012
GREENWOOD ECE-8,880,DENVER COUNTY 1,M,True,3647,7,5,6,6,5,9,9,10,9,,2012
GUST ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3704,7,5,6,5,5,10,8,12,6,,2012
HALLETT FUNDAMENTAL ACADEMY,880,DENVER COUNTY 1,E,True,4782,9,5,5,5,2,9,9,9,9,,2012
HAMILTON MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,3746,6,7,7,8,8,7,9,6,9,,2012
HARRINGTON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3778,6,1,1,1,1,7,6,8,8,,2012
HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,True,8054,6,3,6,5,6,6,6,6,8,,2012
HIGH TECH EARLY COLLEGE,880,DENVER COUNTY 1,H,True,2757,,4,6,3,,13,13,13,12,,2012
HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,True,3987,9,9,7,8,6,9,9,6,10,,2012
HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,True,3987,11,9,9,11,6,12,12,7,13,,2012
HILL CAMPUS OF ARTS AND SCIENCES,880,DENVER COUNTY 1,M,True,3990,8,5,6,6,6,9,7,9,9,,2012
HOLM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,4074,6,5,6,6,6,7,9,6,7,,2012
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,E,True,4140,5,3,2,3,1,6,8,5,6,,2012
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,M,True,4140,6,1,4,1,3,9,9,9,10,,2012
JOHN F KENNEDY HIGH SCHOOL,880,DENVER COUNTY 1,H,True,4444,5,4,5,4,3,6,8,6,6,71.,2012
JOHNSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,4450,3,1,1,1,1,5,6,6,6,,2012
KAISER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,4498,6,5,4,6,5,7,9,8,5,,2012
KEPNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,4656,4,1,3,1,1,6,6,6,6,,2012
KIPP DENVER COLLEGIATE HIGH SCHOOL,880,DENVER COUNTY 1,H,True,4730,7,5,6,5,6,11,10,9,12,,2012
KIPP MONTBELLO COLLEGE PREP,880,DENVER COUNTY 1,E,True,4507,6,1,3,1,3,9,7,13,5,,2012
KIPP SUNSHINE PEAK ACADEMY,880,DENVER COUNTY 1,E,True,4732,8,1,5,5,5,13,9,12,12,,2012
KIPP SUNSHINE PEAK ACADEMY,880,DENVER COUNTY 1,M,True,4732,12,5,7,6,6,13,12,13,12,,2012
KNAPP ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,4762,6,2,3,3,1,12,9,9,12,,2012
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,E,True,4795,5,3,3,5,5,6,6,6,6,,2012
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,M,True,4795,5,3,3,4,2,6,6,6,9,,2012
LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,True,5255,4,1,3,2,,6,6,5,6,,2012
LINCOLN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5158,12,7,7,9,8,12,12,11,12,,2012
LOWRY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5342,6,6,6,6,6,6,6,6,3,,2012
MANUAL HIGH SCHOOL,880,DENVER COUNTY 1,H,True,5448,3,1,3,1,1,6,5,7,6,65.,2012
MARRAMA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5578,6,5,4,6,4,7,5,5,8,,2012
MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,M,True,5605,5,1,1,1,1,6,5,6,9,,2012
MARTIN LUTHER KING JR. EARLY COLLEGE,880,DENVER COUNTY 1,H,True,5605,9,5,5,3,4,9,10,9,9,90.,2012
MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,880,DENVER COUNTY 1,E,True,5608,1,2,3,2,,5,6,3,1,,2012
MAXWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5644,5,2,1,3,2,7,9,5,6,,2012
MC KINLEY-THATCHER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5702,8,5,5,5,6,10,12,9,9,,2012
MC MEEN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5716,10,6,6,6,6,13,13,9,13,,2012
MCGLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,5685,7,1,1,1,3,12,12,13,10,,2012
MERRILL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,5826,6,1,4,2,2,9,9,9,8,,2012
MONTBELLO HIGH SCHOOL,880,DENVER COUNTY 1,H,True,5995,1,1,1,1,1,6,6,6,5,54.,2012
MONTCLAIR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,6002,8,6,5,6,6,9,12,8,12,,2012
MOORE K-8 SCHOOL,880,DENVER COUNTY 1,E,True,6088,9,6,5,6,5,9,12,12,7,,2012
MOORE K-8 SCHOOL,880,DENVER COUNTY 1,M,True,6088,6,5,3,4,5,6,7,6,7,,2012
MOREY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,6098,9,6,9,9,7,9,9,7,12,,2012
MUNROE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,6188,1,2,3,3,1,6,6,3,6,,2012
NEWLON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,6254,10,3,5,5,1,12,13,9,13,,2012
NOEL COMMUNITY ARTS SCHOOL,880,DENVER COUNTY 1,M,True,6239,6,1,3,1,,9,6,12,6,,2012
NOEL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,6784,3,1,1,1,1,5,4,3,6,,2012
NORTH HIGH SCHOOL,880,DENVER COUNTY 1,H,True,6314,3,3,1,3,3,8,6,6,10,65.,2012
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,True,6394,1,1,1,1,1,4,3,3,6,,2012
NORTHEAST ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,True,6394,6,2,1,2,1,10,12,5,12,,2012
ODYSSEY CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,6479,6,6,7,7,7,5,7,1,6,,2012
ODYSSEY CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,True,6479,11,10,9,9,8,11,9,10,12,,2012
OMAR D BLAIR CHARTER SCHOOL,880,DENVER COUNTY 1,E,True,6508,9,6,6,6,6,9,9,8,9,,2012
OMAR D BLAIR CHARTER SCHOOL,880,DENVER COUNTY 1,M,True,6508,8,5,6,6,5,9,9,9,9,,2012
ONLINE HIGH SCHOOL,880,DENVER COUNTY 1,H,True,6509,2,6,1,5,5,4,4,6,3,35.,2012
PALMER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,6676,9,6,5,6,3,12,10,12,12,,2012
PARK HILL SCHOOL,880,DENVER COUNTY 1,E,True,6754,10,6,6,9,9,11,10,11,9,,2012
PIONEER CHARTER SCHOOL,880,DENVER COUNTY 1,E,True,6957,6,1,1,3,2,8,9,7,9,,2012
PIONEER CHARTER SCHOOL,880,DENVER COUNTY 1,M,True,6957,6,2,5,5,,6,9,6,9,,2012
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,E,True,6970,6,4,3,4,3,7,6,5,7,,2012
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,M,True,6970,9,4,5,6,4,12,9,9,12,,2012
PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,E,True,7045,7,1,3,3,5,12,12,12,10,,2012
PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,M,True,7045,6,1,1,1,4,9,7,9,7,,2012
POLARIS AT EBERT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,2027,13,13,13,13,13,13,12,10,13,,2012
SABIN WORLD SCHOOL,880,DENVER COUNTY 1,E,True,7554,6,5,5,5,5,8,6,9,7,,2012
SAMUELS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,7578,6,5,5,5,4,7,6,8,8,,2012
SCHMITT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,7698,6,4,2,5,3,6,6,7,7,,2012
SKINNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,7942,7,5,6,5,5,10,12,9,9,,2012
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,E,True,7972,13,12,13,12,12,11,9,12,9,,2012
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,M,True,7972,13,12,13,12,12,12,12,12,12,,2012
SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,True,7992,5,3,5,2,3,6,7,7,6,,2012
SMITH ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8006,3,1,1,1,1,5,6,6,6,,2012
SOAR GREEN VALLEY RANCH,880,DENVER COUNTY 1,E,True,8053,,4,5,3,,,,,,,2012
SOUTH HIGH SCHOOL,880,DENVER COUNTY 1,H,True,8086,5,1,3,2,2,7,8,7,9,59.,2012
SOUTHMOOR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8138,9,9,9,9,10,9,11,6,7,,2012
SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,880,DENVER COUNTY 1,H,True,8132,3,3,3,2,2,6,6,5,6,42.,2012
STECK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8222,13,13,13,13,12,13,12,12,12,,2012
STEDMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8232,6,3,3,4,2,9,10,9,7,,2012
STEELE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8242,10,9,9,8,10,9,9,9,6,,2012
SWANSEA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8422,6,1,1,3,2,6,9,6,9,,2012
TELLER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8776,6,6,6,7,6,6,9,3,8,,2012
THOMAS JEFFERSON HIGH SCHOOL,880,DENVER COUNTY 1,H,True,8822,5,6,6,6,6,6,6,6,6,78.,2012
TRAYLOR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8888,6,6,6,6,5,6,5,5,6,,2012
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,E,True,8909,1,1,1,1,2,5,6,2,6,,2012
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,M,True,8909,6,1,3,1,1,11,9,10,10,,2012
UNIVERSITY PARK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,8970,12,8,9,9,9,12,10,9,12,,2012
VALDEZ ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,408,7,1,1,1,1,9,13,6,12,,2012
VALVERDE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,9050,5,1,1,3,5,6,6,6,11,,2012
VENTURE PREP,880,DENVER COUNTY 1,M,True,2755,5,2,2,1,5,6,6,6,6,,2012
VENTURE PREP,880,DENVER COUNTY 1,H,True,2755,6,1,3,2,1,12,7,13,9,-,2012
WEST DENVER PREP - HIGHLAND CAMPUS,880,DENVER COUNTY 1,M,True,9336,11,4,7,6,,13,13,13,13,,2012
WEST DENVER PREP - LAKE CAMPUS,880,DENVER COUNTY 1,M,True,9390,10,3,6,4,,12,11,13,12,,2012
WEST DENVER PREP:  FEDERAL CAMPUS,880,DENVER COUNTY 1,M,True,8085,12,5,9,6,6,13,13,13,13,,2012
WEST DENVER PREP: HARVEY PARK CAMPUS,880,DENVER COUNTY 1,M,True,9389,12,5,10,6,10,13,12,13,13,,2012
WEST HIGH SCHOOL,880,DENVER COUNTY 1,H,True,9408,1,1,1,1,2,6,9,3,6,53.,2012
WESTERLY CREEK ELEMENTARY,880,DENVER COUNTY 1,E,True,9425,9,9,9,9,9,9,9,6,8,,2012
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,E,True,9548,6,5,1,4,4,7,7,7,6,,2012
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,M,True,9548,9,4,6,6,,13,12,10,13,,2012
WILLIAM (BILL) ROBERTS K-8 SCHOOL,880,DENVER COUNTY 1,E,True,9623,12,10,11,11,9,10,9,9,9,,2012
WILLIAM (BILL) ROBERTS K-8 SCHOOL,880,DENVER COUNTY 1,M,True,9623,10,6,7,6,9,10,10,10,9,,2012
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,9739,1,3,4,3,1,3,1,4,4,,2012
WYATT-EDISON CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,True,9739,6,3,4,3,1,9,9,10,7,,2012
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,M,True,2216,3,5,3,5,5,1,1,2,3,,2012
